case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,8.4,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,30.0,100.0,0
Stainless Steel,Leather,Screw Down,Stainless Steel,Akribos Xxiv,MENS,Quartz,Casual,14.5,Mineral with Sapphire coating,Luminous Black,Arabic Numeral,46.0,50.0,0
Stainless Steel,Sail Canvas,Transparent,Stainless Steel with a Black Ceramic (Count-Up Elapsed Time) Ring,Blancpain,MENS,Automatic,Dive,13.4,Scratch Resistant Sapphire,Luminous Grey,Dot,43.0,300.0,1
Stainless Steel,Rubber,Solid,Stainless Steel with a Black Ceramic Ring,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,43.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Certina,MENS,Automatic,Casual,10.0,Scratch Resistant Sapphire,Luminous,Index,38.0,100.0,0
Stainless Steel,Synthetic,Solid,Stainless Steel with a Black Ceramic Ring,Longines,MENS,Automatic,Sport,12.9,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Yellow Gold-tone,Index,25.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,42.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,44.0,50.0,0
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Diamonds,36.0,100.0,3
18kt White Gold,Rolex Oysterflex,Solid,Cerachrom,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,3
18kt White Gold,(Alligator) Leather,Solid,18kt White Gold,Piaget,MENS,Hand Wind,Luxury,6.0,Scratch Resistant Sapphire,Black,Index,38.0,30.0,1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Movado,MENS,Quartz,Casual,10.1,Scratch Resistant K1 Mineral,Blue,Index,44.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,5.0,Scratch Resistant Sapphire,Black,Roman Numeral,33.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,5.0,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral,32.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Ceramic,Doxa,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,44.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Black Ceramic Ring,Breitling,MENS,Automatic,Luxury,14.4,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,200.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Revue Thommen,MENS,Automatic,Dive,13.0,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,300.0,0
Stainless Steel,Rubber,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Luxury,15.6,Scratch Resistant Sapphire,Silver-tone,Index,43.0,100.0,0
Composite Metal,Leather,Solid,Composite Metal set with Crystals,August Steiner,WOMENS,Quartz,Fashion,10.0,Scratch Resistant Mineral,Luminous Silver-tone Sword-shaped,Crystal,39.0,30.0,0
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Roman Numeral,40.0,100.0,3
Stainless Steel,Stainless Steel and 18kt Yellow Gold,Transparent,Gold,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone Dauphine-style shape,Diamond,32.0,30.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Invicta,MENS,Automatic,Dive,11.196182331158523,Flame Fusion,Silver-tone,Index,47.0,300.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Hamilton,MENS,Quartz,Casual,13.75,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,46.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,10.5,Scratch Resistant Mineral,Luminous Silver-tone,Index,43.0,50.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Alternating Roman Numeral and Dot,39.0,30.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,WOMENS,Automatic,Casual,10.5,Scratch Resistant Sapphire,Silver-tone,Index,34.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Grand Seiko,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Silver-tone,Index,41.0,30.0,1
18kt White Gold,Calfskin,Transparent,18kt White Gold,Patek Philippe,MENS,Hand Wind,Luxury,14.3,Scratch Resistant Sapphire,White Gold,Index,40.0,30.0,4
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18K Yellow Gold Rolex Jubilee,Solid,Diamond Set,Rolex,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,36.0,100.0,2
18kt Yellow Gold (Diamond-Set Lugs),18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Arabic Numeral,31.0,100.0,2
18kt Rose Gold,Rubber,Transparent,18kt Rose Gold,Chopard,MENS,Automatic,Luxury,11.3,Scratch Resistant Sapphire,Rose Gold-tone,Index-Arabic Numeral,41.0,100.0,2
Metal,Leatherette,Solid,Metal,Crayo,UNISEX,Quartz,Casual,9.0,Scratch Resistant Mineral,Silver-tone,Index,36.0,30.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,0
Stainless Steel,Stainless Steel and 18kt Everose Gold Jubilee,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamonds,31.0,100.0,2
Brass set with Swarovski Crystals,Stainless Steel Mesh,Solid,Brass set with Swarovski Crystals,Burgi,WOMENS,Quartz,Fashion,7.5,Scratch Resistant Mineral,Gold-tone,Diamond,33.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Nautis,MENS,Quartz,Casual,14.0,Scratch Resistant Mineral,Silver-tone,Index,45.0,200.0,0
18kt Rose Gold,18kt Rose Gold,Transparent,18kt Rose Gold,Longines,UNISEX,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Rose Gold-tone Leaf-style shape,Index,40.0,30.0,1
18kt Rose Gold,Alligator Leather,Transparent,18kt Rose Gold,Blancpain,MENS,Automatic,Luxury,11.8,Scratch Resistant Sapphire,Rose Gold,Roman Numeral,40.0,30.0,2
Titanium,Leather,Transparent,Titanium,Hamilton,UNISEX,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral,38.0,100.0,0
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18K Yellow Gold Rolex Jubilee,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Index,41.0,100.0,2
Alloy,Alloy,Solid,Alloy,Stuhrling Original,MENS,Quartz,Sport,10.0,Scratch Resistant Mineral,Yellow Gold-tone,Index,44.0,100.0,0
Gold,Alligator Leather,Transparent,Gold,Breguet,MENS,Hand Wind,Luxury,13.95,Scratch Resistant Sapphire,Blue Breguet-style shape,Black Roman Numeral,44.0,30.0,3
18kt Rose Gold,18kt Rose Gold,Transparent,18kt Rose Gold set with Diamonds,Chopard,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,30.0,30.0,2
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel with an inlaid Blue Aluminium Ring showing Tachymeter Markings,Omega,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,43.0,50.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Sport,11.05,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,50.0,0
Stainless steel,Canvas,Solid,Stainless steel,Johan Eric,MENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Grey,Index,39.0,50.0,0
Stainless Steel,18kt Yellow Gold and Stainless Steel,Solid,Stainless Steel,Breitling,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Index,31.0,100.0,1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,10.85,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.0,30.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone Snowflake,Dot,32.0,150.0,1
18kt White Gold,Calfskin,Transparent See Through,18kt White Gold,Vacheron Constantin,MENS,Hand Wind,Dress,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral,36.0,30.0,2
Stainless Steel,Silicone,Solid,Stainless Steel,Versace,MENS,Quartz,Casual,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,44.0,50.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Stuhrling Original,MENS,Automatic,Dress,13.5,Scratch Resistant Mineral,Blue,Arabic Numeral,46.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Adee Kaye,MENS,Automatic,Dress,14.0,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral & Index,43.0,50.0,0
Ceramic,Ceramic,Transparent See Through,Ceramic,Rado,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,43.0,300.0,1
18kt Yellow Gold Diamond,18kt Yellow Gold Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold tone,Diamond,26.0,100.0,3
18kt PinkGold,18kt PinkGold,Transparent,Diamond Set,Audemars Piguet,MENS,Hand Wind,Luxury,8.95,Scratch Resistant Sapphire,Pink,Index,41.0,50.0,4
Stainless Steel,Fabric,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Casual,9.75,Scratch Resistant Sapphire,Rose Gold-tone,Dots,33.0,50.0,0
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,Cartier,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone Sword-shaped,Roman Numeral,42.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Maserati,MENS,Quartz,Casual,11.5,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,40.0,50.0,0
Alloy,Stainless Steel,Solid,Alloy,August Steiner,MENS,Quartz,Casual,14.0,Sapphire-Coated Mineral,Black,Arabic Numeral / Index,44.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Pilot,12.0,Scratch Resistant Mineral,Luminous,Index,42.0,200.0,0
18kt White Gold Diamond,18kt White Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-Tone,Diamond,26.0,100.0,3
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Cartier,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Roman Numeral,42.0,30.0,1
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,WOMENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Silver-tone,Index,26.0,30.0,0
Stainless Steel,Alligator,Solid,Stainless Steel,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,11.5,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,40.0,50.0,1
Stainless Steel,Leather,Solid,Stainless Steel set with Diamonds,JBW,MENS,Quartz,Dress,14.0,Scratch Resistant Mineral,Luminous Gold-tone,Arabic Numeral,42.0,50.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,10.3,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,1
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,16.5,Flame Fusion,Black,Arabic Numeral,47.0,30.0,0
Stainless Steel,Stainless Steel,Transparent,Ceramic,Alexander,MENS,Automatic,Dive,13.5,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,200.0,1
18kt Rose Gold,18kt Rose Gold President,Solid,Diamond Set 18kt Rose Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,36.0,100.0,3
Stainless Steel,Leather,Solid,Diamond Set,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,31.0,100.0,1
18kt White Gold,18kt White Gold Rolex Oyster,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamonds,40.0,100.0,3
Stainless Steel,Stainless Steel Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Revue Thommen,MENS,Automatic,Dive,12.65,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,300.0,0
Stainless Steel,Stainless Steel,Solid,Aluminum,Tag Heuer,MENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,43.0,200.0,1
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,28.0,100.0,1
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Jubile,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index / Roman Numeral,36.0,100.0,2
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral & Index,46.0,200.0,1
18kt White Gold,18kt White Gold Rolex President,Solid,18kt White Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,3
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,12.0,Scratch Resistant Mineral,Silver-tone,Index,40.0,30.0,0
18kt White Gold,Alligator Leather,Transparent,18kt White Gold,Patek Philippe,MENS,Automatic,Travel,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,38.0,30.0,3
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel with a Bronze Ceramic Top Ring,Breitling,MENS,Automatic,Casual,14.35,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,200.0,1
18kt Rose Gold,Rubber,Solid,Cerachrom,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,40.0,100.0,3
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,45.0,100.0,0
Stainless Steel,Alloy,Screw Down,Stainless Steel with an inlaid Black Ring,Akribos Xxiv,MENS,Quartz,Sport,16.0,Mineral with sapphire coating,Luminous Black,Index,45.0,200.0,0
Stainless Steel,Stainless Steel,Skeleton Transparent,Stainless Steel,Audemars Piguet,MENS,Hand Wind,Luxury,12.9,Scratch Resistant Sapphire,Luminous,Index,44.0,20.0,4
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Dress,5.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,40.0,50.0,0
18kt Rose Gold,Leather,Solid,18kt Rose Gold,Cartier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,39.0,100.0,2
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,White Gold,Roman Numeral,41.0,100.0,2
Stainless Steel,Rubber,Solid,Stainless Steel,Romain Jerome,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,46.0,30.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,10.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,36.0,30.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Orient,MENS,Automatic,Dress,13.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,30.0,0
18kt Rose Gold,Alligator Leather,Solid,Diamond Set,Vacheron Constantin,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Alpha-style shape,Index,28.0,30.0,2
Stainless Steel/18k White Gold,Stainless Steel Rolex Jubilee,Screw-down,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,31.0,100.0,1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Tissot,UNISEX,Quartz,Dress,7.1,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Diamond Set Stainless Steel,Raymond Weil,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue,Roman Numeral,34.0,50.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.7,Scratch Resistant Mineral,Silver-tone,Index,43.0,100.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Longines,MENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Gunmetal,Index,44.0,50.0,1
Stainless Steel,Rubber,Solid,Stainless Steel with a Black Ring showing Tachymeter Markings,Victorinox,MENS,Quartz,Military,11.0,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,42.0,100.0,0
18 ct Everose Gold,18 ct Everose Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman Numeral,31.0,100.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Michele,WOMENS,Quartz,Casual,10.5,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,38.0,50.0,1
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,36.0,100.0,2
Stainless Steel,Stainless Steel,Transparent,Ceramic,Omega,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Rhodium-plated,Index,42.0,300.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Tag Heuer,MENS,Automatic,Luxury,12.37,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,1
Stainless Steel,Rubber,Solid,Stainless Steel with an inalid Black Ring,Ice-Watch,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Blue,Dot,40.0,100.0,0
Metal,Leatherette,Solid,Metal,Crayo,UNISEX,Quartz,Casual,9.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,36.0,30.0,0
18kt Rose Gold,18kt Rose Gold with Diamonds,Solid,Diamond Set,Audemars Piguet,WOMENS,Quartz,Luxury,7.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,33.0,20.0,4
18kt Rose Gold,18kt Rose Gold,Transparent,18kt Rose Gold set with Diamonds,Omega,WOMENS,Automatic,Luxury,12.3,Scratch Resistant Sapphire,Luminous Rose Gold Alpha-style,Diamond,34.0,100.0,2
Stainless Steel,Leather,Solid,Stainless Steel,Certina,WOMENS,Quartz,Casual,8.85,Scratch Resistant Sapphire,Luminous Silver-tone Leaf-style,Index,32.0,100.0,0
18kt White Gold,Leather,Transparent See Through,18kt White Gold,Patek Philippe,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,38.0,30.0,3
Stainless Steel,Silicone with Black (Calfskin) Leather,Solid,Stainless Steel,Sevenfriday,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Mineral,Blue,Arabic Numeral,47.0,30.0,0
18kt Yellow Gold,18kt Yellow Gold,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Index,36.0,100.0,2
Stainless Steel,Leather,Transparent,Stainless Steel,Mathey-Tissot,MENS,Automatic,Casual,10.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,50.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,100.0,1
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral,41.0,100.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Casual,11.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone Dauphine-style,Index,40.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Certina,MENS,Quartz,Casual,9.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rado,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,35.0,30.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Franck Muller,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,45.0,30.0,1
18kt White Gold with 182 pcs Baguette Diamonds,18K White Gold with Diamonds,Solid,Diamond Set,Vacheron Constantin,WOMENS,Hand Wind,Luxury,11.0,Scratch Resistant Sapphire,White,Diamond,36.0,94.38815128863104,4
18kt White Gold,Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Vacheron Constantin,WOMENS,Hand Wind,Luxury,9.25,Scratch Resistant Sapphire,Silver-tone,Index-Roman Numerals,42.0,30.0,2
18kt White Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Jaeger LeCoultre,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Diamonds,41.0,50.0,3
18kt Rose Gold,Rubber,Skeleton,18kt Rose Gold,Audemars Piguet,MENS,Hand Wind,Luxury,13.15,Scratch Resistant Sapphire,Luminous,Arabic Numeral,44.0,20.0,4
