case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,30.0,12850.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,WOMENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Index,32.0,30.0,3175.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,7.0,Scratch Resistant Hardlex,Gold-tone,Index,29.0,50.0,166.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Revue Thommen,MENS,Automatic,Dive,13.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,300.0,625.0
Stainless Steel,Alligator Leather,Solid,Stainless Steel,IWC,UNISEX,Automatic,Pilot,10.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,36.0,60.0,3495.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Crystals,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Sapphire,Silver-tone,Diamond-set Index,36.0,50.0,485.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Revue Thommen,MENS,Automatic,Sport,15.6,Scratch Resistant Sapphire,Luminous Black,Arabic Numeral,43.0,100.0,1050.0
Ceramic,Rubber,Transparent,18kt Rose Gold,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,45.0,50.0,12130.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,5.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,29.0,30.0,888.89
Stainless Steel,Leather,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,11.8,Scratch Resistant Mineral,Silver-tone,Index,40.0,30.0,159.99
18kt Rose Gold,Alligator,Transparent See Through,18kt Rose Gold,Audemars Piguet,MENS,Automatic,Luxury,12.4,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,50.0,84405.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel showing tachymeter Markings,Invicta,MENS,Quartz,Sport,9.0,Scratch Resistant Mineral,Luminous Gold-tone,Index,40.0,200.0,72.99
Stainless Steel,Leather,Transparent,Stainless Steel showing Consumtion Scale,Victorinox,MENS,Automatic,Military,11.196182331158523,Scratch Resistant Mineral,Luminous Black,Arabic Numeral,42.0,100.0,549.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,3.0,Scratch Resistant Mineral,Luminous Silver-tone,Crystal,32.0,30.0,74.0
Composite Metal,Leather,Solid,Composite Metal,Akribos Xxiv,MENS,Quartz,Casual,10.0,Scratch Resistant Hardlex,Rose Gold-tone Dauphine-style,Index,40.0,30.0,72.0
Stainless Steel,Leather,Transparent See Through,Stainless Steel,IWC,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,41.0,100.0,6050.0
Stainless Steel,Silicone,Solid,Stainless Steel,Seiko,MENS,Quartz,Sport,9.78,Scratch Resistant Sapphire,Gold-tone,Index,39.0,100.0,139.0
18kt Yellow Gold,Leather,Solid,18kt Yellow Gold,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Stick,41.0,20.0,20465.0
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Sport,13.0,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,42.0,100.0,1598.4
Stainless Steel,Leather,Transparent,Stainless Steel,Hamilton,MENS,Automatic,Sport,15.22,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,1495.0
925 Silver,Canvas,Transparent,925 Silver with an inalid Taupe Aluminium Ring,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,39.0,200.0,3950.0
Stainless Steel,Leather,Solid,Stainless Steel with a Black Ring,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Gold-tone,Dot,42.0,100.0,109.0
Stainless Steel 316L,Stainless Steel Mesh,Solid,Stainless Steel,Tissot,MENS,Quartz,Casual,7.1,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,275.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,35.0,50.0,836.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,6.4,Scratch Resistant Hardlex,Silver-tone,Index,26.0,50.0,149.0
Stainless Steel,Leather,Solid,Stainless Steel,Tudor,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,36.0,100.0,3880.0
18kt White Gold,Alligator Leather,Solid,18kt White Gold Set with 42 Diamonds,Piaget,WOMENS,Quartz,Luxury,7.47,Scratch Resistant Sapphire,Silver-tone,Diamond,29.0,30.0,10995.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Baume Et Mercier,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman & Index,34.0,50.0,2065.0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Rado,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,28.0,30.0,1868.0
Stainless Steel & Rose Gold,Stainless Steel & Rose Gold,Solid,18k Rose Gold engraved with the BVLGARI BVLGARI logo,Bvlgari,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,23.0,30.0,5430.0
Stainless Steel,Leather (Rubber Backed),Transparent,Ceramic,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,50.0,5325.0
Stainless Steel,Leather,Transparent,Stainless Steel,Longines,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Leaf-style,Index,40.0,30.0,1925.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Versace,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,43.0,50.0,499.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Blue Ring,Gevril,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,43.0,300.0,1285.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Omega,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,150.0,5895.0
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,11.0,Flame Fusion,Silver-tone,Index,45.0,100.0,42.67
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,5.5,Scratch Resistant Sapphire,Silver-tone,Crystal,28.0,30.0,124.0
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,MENS,Quartz,Fashion,13.8,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,50.0,653.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone Breguet-style,Dot,37.0,200.0,54.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inalid Blue Ring showing Tachymeter Markings,Invicta,MENS,Quartz,Casual,12.0,Flame Fusion,Luminous Gold-tone,Index,45.0,100.0,49.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Blue,Roman Numeral,39.0,50.0,1708.0
Stainless Steel,Stainless Steel,Transparent,18kt Rose Gold,Longines,MENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Blue,Roman Numeral,38.0,30.0,1749.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Automatic,Dress,11.1,Scratch Resistant Mineral,Silver-tone,Roman Numeral,40.0,50.0,130.99
18kt Yellow Gold,18kt Yellow Gold (Dewdrop),Solid,18kt Yellow Gold set with Diamonds,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamond,27.0,30.0,20240.0
Stainless Steel,Stainless Steel,Solid,Diamond Set,Breitling,WOMENS,Quartz,Dive,12.0,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numerals,33.0,500.0,8225.0
Alloy,Stainless Steel,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,12.6,Scratch Resistant Mineral,Blue,Arabic Numeral,48.0,50.0,250.0
Titanium,Rubber,Solid,Titanium,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral,42.0,100.0,2100.0
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,WOMENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,35.0,30.0,3125.0
Stainless Steel,Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,11.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,44.0,50.0,876.0
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,39.0,100.0,7195.0
Stainless Steel set with Swarovski Crystals,Leather,Solid,Stainless Steel set with Swarovski Crystals,Burgi,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Mineral,Yellow Gold-tone,Diamond,29.0,30.0,46.86
Stainless Steel,(calfskin) Leather,Transparent,Stainless Steel,IWC,MENS,Automatic,Sport,14.5,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,41.0,100.0,6195.0
18kt Rose Gold,Leather,Transparent Sapphire,18kt Rose Gold,Harry Winston,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,30.0,34495.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Cartier,WOMENS,Quartz,Luxury,6.0,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,37.0,30.0,9990.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Stuhrling Original,MENS,Automatic,Dive,14.0,Scratch Resistant Mineral,Silver-tone,Index,43.0,200.0,495.0
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Arabic Numeral,31.0,100.0,37790.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,UNISEX,Automatic,Casual,10.93,Scratch Resistant Sapphire,Silver-tone,Index,35.0,100.0,543.75
Stainless steel,Stainless Steel,Solid,Diamond Set,Cartier,WOMENS,Automatic,Luxury,9.35,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,28.0,30.0,10988.0
Stainless Steel,Leather,Transparent,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,14.9,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,50.0,2050.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Emporio Armani,WOMENS,Automatic,Casual,9.0,Scratch Resistant Mineral,Rose Gold-tone,Crystal-set Index,34.0,50.0,199.0
18kt Yellow Gold (Diamond-Set Lugs),18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,31.0,100.0,29375.0
18kt Rose Gold,Leather,Solid,18kt Rose Gold,Cartier,WOMENS,Quartz,Dress,9.35,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Diamond,28.0,30.0,9805.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue Sword-shaped,Diamond,20.0,30.0,1245.0
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Mido,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,31.0,100.0,265.0
Stainless Steel,Leather,Solid,Diamond,Longines,WOMENS,Quartz,Luxury,6.2,Scratch Resistant Sapphire,Blue,Diamond,22.0,30.0,1750.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,U-Boat,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,46.0,300.0,1895.0
Stainless Steel,Rubber,Solid,Stainless Steel with a Blue Ceramic Ring,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,41.0,300.0,1300.0
Stainless Steel,Leather,Transparent,Stainless Steel showing Tachymeter Markings,Rado,MENS,Automatic,Sport,15.1,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,44.0,100.0,1665.0
Stainless Steel,Canvas,Solid,Stainless Steel with an inlaid Black Ring,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,200.0,1125.0
Stainless Steel,Rubber,Skeleton,Stainless Steel,Chopard,MENS,Automatic,Dress,11.0,Scratch Resistant Mineral,Silver-tone,Index,41.0,100.0,7110.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Seiko,MENS,Automatic,Casual,11.0,Scratch Resistant Hardlex,Luminous Gold-tone,Index,38.0,30.0,170.0
18kt Rose Gold,Genuine Leather,Transparent See Through,18kt Rose Gold,Jaeger LeCoultre,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,40.0,50.0,43125.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue and Red (Pepsi) Ceramic Ring showing 24 Hour Markers,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone Mercedes-logo and Breguet-style,Dot,43.0,200.0,1452.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Ulysse Nardin,MENS,Automatic,Luxury,13.85,Scratch Resistant Sapphire,Blue Spade-shape,Arabic Numeral,43.0,100.0,7585.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rgmt,MENS,Automatic,Dive,18.0,Scratch Resistant Sapphire,Silver-tone,Index,54.0,1000.0,962.0
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Chopard,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Arabic Numeral,39.0,30.0,10905.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,12.0,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral & Index,36.0,50.0,485.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Rado,MENS,Automatic,Dress,10.2,Scratch Resistant Sapphire,Rose Gold-tone,Index,37.0,50.0,875.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ring,Tag Heuer,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,43.0,200.0,2250.0
950 Platinum,950 Platinum,Skeleton,950 Platinum,Audemars Piguet,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,94.38815128863104,826585.0
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral & Index,34.0,50.0,85.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,9.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,41.0,50.0,84.0
Stainless Steel,Stainless Steel with 18kt Rose Gold links,Transparent,18kt Rose Gold with a Black and Blue (Batman) Ceramic,Carl F. Bucherer,MENS,Automatic,Luxury,13.45,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,44.0,500.0,9600.0
18kt Rose Gold,Rubber,Solid,18kt Rose Gold,Hublot,MENS,Automatic,Casual,14.5,Scratch resistant Sapphire,Luminous Rose Gold Skeleton,Index,44.0,100.0,30185.0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,August Steiner,MENS,Quartz,Casual,12.0,Mineral with Sapphire coating,Silver-tone,Arabic Numeral / Index,44.0,30.0,51.99
Stainless Steel,Stainless Steel,Solid,Aluminum,Invicta,MENS,Quartz,Dive,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Arabic Numeral and Index,52.0,500.0,102.99
18kt White Gold,Burgundy Mississippiensis Alligator Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,8.2,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,51980.0
Stainless Steel,Rubber,Transparent,Stainless Steel,Hublot,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Luminous Silver-tone Skeleton,Index-Arabic Numeral,44.0,100.0,10125.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Casual,8.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,26.0,100.0,184.0
Stainless Steel,Leather,Transparent,Stainless Steel,Stuhrling Original,MENS,Automatic,Dress,13.0,Scratch Resistant Mineral,Rose Gold-tone Sword-shaped,Index,47.0,50.0,335.0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with a Black (Count-Up Elapsed Time) Top Ring,Invicta,MENS,Automatic,Casual,12.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Dot,40.0,200.0,76.99
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Alpina,MENS,Automatic,Sport,11.5,Scratch Resistant Sapphire,Silver-tone,Index,41.0,200.0,2180.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,37.0,50.0,485.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,5.5,Scratch Resistant Sapphire,Yellow Gold-tone,Crystal,28.0,30.0,139.0
18kt Rose Gold,Alligator Leather,Solid,18kt Rose Gold set with Diamonds,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,36.0,30.0,6950.0
Stainless Steel,Stainless Steel and 18kt Rose Gold,Transparent See Through,18kt Rose Gold,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,34.0,30.0,6560.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black Aluminum Ring,Invicta,MENS,Quartz,Sport,20.0,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral,52.0,200.0,122.99
Stainless Steel,Leather,Transparent,18kt Rose Gold,Tissot,MENS,Automatic,Casual,10.64,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,50.0,1099.99
18kt Rose Gold,Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Jaeger LeCoultre,WOMENS,Automatic,Luxury,9.71,Scratch Resistant Sapphire,Blue Sword-shaped,Black Arabic Numeral,38.0,50.0,23385.0
Stainless Steel,Rubber,Solid,Polished Stainless Steel,Breitling,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,43.0,500.0,5350.0
Alloy,Leather,Solid,Alloy,Akribos Xxiv,MENS,Quartz,Casual,13.0,Scratch Resistant Mineral,Luminous Black,Arabic Numeral,42.0,10.0,59.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black Ring,Akribos Xxiv,MENS,Quartz,Casual,13.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,46.0,100.0,116.99
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,12.5,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,1055.0
Stainless Steel,Leather,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,11.8,Scratch Resistant Mineral,Blue,Roman Numeral and Index,40.0,30.0,169.0
Alloy,Alloy,Solid,Crystal Set,Sophie And Freda,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Silver-tone,Index,28.0,30.0,209.99
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,12.5,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,1500.0
Stainless Steel,Leather,Transparent See Through,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,39.0,30.0,1560.0
Stainless Steel,Alligator Leather,Transparent,Stainless Steel,IWC,UNISEX,Automatic,Luxury,12.1,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,30.0,10985.0
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,13950.0
Composite Metal,Stainless Steel Mesh,Solid,Composite Metal,August Steiner,MENS,Quartz,Casual,9.0,Scratch Resistant Hardlex,Rose Gold-tone,Index,40.0,30.0,46.0
18k Everose Gold,18k Everose Gold Oyster,Screw-down,18k Everose Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,18k Everose Gold,Index,40.0,100.0,119950.0
18kt Rose Gold,18kt Rose Gold,Transparent,18kt Rose Gold,Zenith,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Rose Gold-tone,Index,44.0,100.0,33645.0
Stainless Steel,Rubber,Solid,Ceramic,Doxa,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Blued/Black,Index,44.0,300.0,1750.0
Stainless Steel,Stainless Steell,Skeleton,Stainless Steel,Hamilton,MENS,Automatic,Dress,11.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,719.99
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Versace,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Gold-tone,Index,46.0,50.0,549.0
Composite Metal,Stainless Steel,Solid,Composite Metal,Joshua And Sons,MENS,Quartz,Fashion,11.0,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral & Index,46.0,30.0,73.0
Stainless Steel,Leather,Transparent,Stainless Steel,Certina,WOMENS,Automatic,Casual,9.0,Scratch Resistant Sapphire,Blue,Roman Numeral,29.0,100.0,358.0
18kt Yellow Gold,18kt Yellow Gold Rolex Pearlmaster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Synthetic Sapphire,Yellow Gold-Tone,Diamond,29.0,100.0,30114.0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Casual,9.5,Scratch Resistant Mineral,Luminous Silver-tone,Index,28.0,100.0,186.99
Stainless Steel,Stainless Steel,Solid,Crystal Set,Jivago,WOMENS,Quartz,Dress,11.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,38.0,30.0,123.75
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,42.0,100.0,118.88
