case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment,dbscan_cluster
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Stuhrling Original,MENS,Automatic,Dive,14.0,Scratch Resistant Mineral,Silver-tone,Index,43.0,200.0,0,-1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Arabic Numeral,31.0,100.0,3,2
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,UNISEX,Automatic,Casual,10.93,Scratch Resistant Sapphire,Silver-tone,Index,35.0,100.0,0,-1
Stainless steel,Stainless Steel,Solid,Diamond Set,Cartier,WOMENS,Automatic,Luxury,9.35,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Black Roman Numeral,28.0,30.0,2,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Baume Et Mercier,MENS,Automatic,Luxury,14.9,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,44.0,50.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Emporio Armani,WOMENS,Automatic,Casual,9.0,Scratch Resistant Mineral,Rose Gold-tone,Crystal-set Index,34.0,50.0,0,-1
18kt Yellow Gold (Diamond-Set Lugs),18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,31.0,100.0,2,2
18kt Rose Gold,Leather,Solid,18kt Rose Gold,Cartier,WOMENS,Quartz,Dress,9.35,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Diamond,28.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue Sword-shaped,Diamond,20.0,30.0,1,-1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Mido,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,31.0,100.0,0,-1
Stainless Steel,Leather,Solid,Diamond,Longines,WOMENS,Quartz,Luxury,6.2,Scratch Resistant Sapphire,Blue,Diamond,22.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,U-Boat,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral & Index,46.0,300.0,1,-1
Stainless Steel,Rubber,Solid,Stainless Steel with a Blue Ceramic Ring,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,41.0,300.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel showing Tachymeter Markings,Rado,MENS,Automatic,Sport,15.1,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,44.0,100.0,1,-1
Stainless Steel,Canvas,Solid,Stainless Steel with an inlaid Black Ring,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,200.0,1,-1
Stainless Steel,Rubber,Skeleton,Stainless Steel,Chopard,MENS,Automatic,Dress,11.0,Scratch Resistant Mineral,Silver-tone,Index,41.0,100.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Seiko,MENS,Automatic,Casual,11.0,Scratch Resistant Hardlex,Luminous Gold-tone,Index,38.0,30.0,0,-1
18kt Rose Gold,Genuine Leather,Transparent See Through,18kt Rose Gold,Jaeger LeCoultre,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,40.0,50.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue and Red (Pepsi) Ceramic Ring showing 24 Hour Markers,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone Mercedes-logo and Breguet-style,Dot,43.0,200.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Ulysse Nardin,MENS,Automatic,Luxury,13.85,Scratch Resistant Sapphire,Blue Spade-shape,Arabic Numeral,43.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rgmt,MENS,Automatic,Dive,18.0,Scratch Resistant Sapphire,Silver-tone,Index,54.0,1000.0,0,-1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Chopard,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Arabic Numeral,39.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,12.0,Scratch Resistant Sapphire,Yellow Gold-tone,Roman Numeral & Index,36.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Rado,MENS,Automatic,Dress,10.2,Scratch Resistant Sapphire,Rose Gold-tone,Index,37.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ring,Tag Heuer,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,43.0,200.0,1,-1
950 Platinum,950 Platinum,Skeleton,950 Platinum,Audemars Piguet,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,94.38815128863104,4,-1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral & Index,34.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,9.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,41.0,50.0,0,-1
Stainless Steel,Stainless Steel with 18kt Rose Gold links,Transparent,18kt Rose Gold with a Black and Blue (Batman) Ceramic,Carl F. Bucherer,MENS,Automatic,Luxury,13.45,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,44.0,500.0,1,-1
18kt Rose Gold,Rubber,Solid,18kt Rose Gold,Hublot,MENS,Automatic,Casual,14.5,Scratch resistant Sapphire,Luminous Rose Gold Skeleton,Index,44.0,100.0,3,-1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,August Steiner,MENS,Quartz,Casual,12.0,Mineral with Sapphire coating,Silver-tone,Arabic Numeral / Index,44.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Aluminum,Invicta,MENS,Quartz,Dive,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Arabic Numeral and Index,52.0,500.0,0,-1
18kt White Gold,Burgundy Mississippiensis Alligator Leather,Skeleton Transparent Exhibition See Through,18kt White Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,8.2,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,3,-1
Stainless Steel,Rubber,Transparent,Stainless Steel,Hublot,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Luminous Silver-tone Skeleton,Index-Arabic Numeral,44.0,100.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Casual,8.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Index,26.0,100.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Stuhrling Original,MENS,Automatic,Dress,13.0,Scratch Resistant Mineral,Rose Gold-tone Sword-shaped,Index,47.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with a Black (Count-Up Elapsed Time) Top Ring,Invicta,MENS,Automatic,Casual,12.0,Scratch Resistant Mineral,Luminous Yellow Gold-tone,Dot,40.0,200.0,0,-1
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Alpina,MENS,Automatic,Sport,11.5,Scratch Resistant Sapphire,Silver-tone,Index,41.0,200.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,37.0,50.0,0,5
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,5.5,Scratch Resistant Sapphire,Yellow Gold-tone,Crystal,28.0,30.0,0,-1
18kt Rose Gold,Alligator Leather,Solid,18kt Rose Gold set with Diamonds,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,36.0,30.0,1,-1
Stainless Steel,Stainless Steel and 18kt Rose Gold,Transparent See Through,18kt Rose Gold,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,34.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black Aluminum Ring,Invicta,MENS,Quartz,Sport,20.0,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral,52.0,200.0,0,-1
Stainless Steel,Leather,Transparent,18kt Rose Gold,Tissot,MENS,Automatic,Casual,10.64,Scratch Resistant Sapphire,Rose Gold-tone,Index,40.0,50.0,1,-1
18kt Rose Gold,Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Jaeger LeCoultre,WOMENS,Automatic,Luxury,9.71,Scratch Resistant Sapphire,Blue Sword-shaped,Black Arabic Numeral,38.0,50.0,2,-1
Stainless Steel,Rubber,Solid,Polished Stainless Steel,Breitling,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,43.0,500.0,1,-1
Alloy,Leather,Solid,Alloy,Akribos Xxiv,MENS,Quartz,Casual,13.0,Scratch Resistant Mineral,Luminous Black,Arabic Numeral,42.0,10.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black Ring,Akribos Xxiv,MENS,Quartz,Casual,13.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,46.0,100.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,12.5,Scratch Resistant Sapphire,Silver-tone,Index,40.0,100.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Orient,MENS,Automatic,Casual,11.8,Scratch Resistant Mineral,Blue,Roman Numeral and Index,40.0,30.0,0,-1
Alloy,Alloy,Solid,Crystal Set,Sophie And Freda,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Silver-tone,Index,28.0,30.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,12.5,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,1,-1
Stainless Steel,Leather,Transparent See Through,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,39.0,30.0,1,-1
Stainless Steel,Alligator Leather,Transparent,Stainless Steel,IWC,UNISEX,Automatic,Luxury,12.1,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,40.0,30.0,2,-1
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,2,3
Composite Metal,Stainless Steel Mesh,Solid,Composite Metal,August Steiner,MENS,Quartz,Casual,9.0,Scratch Resistant Hardlex,Rose Gold-tone,Index,40.0,30.0,0,-1
18k Everose Gold,18k Everose Gold Oyster,Screw-down,18k Everose Gold,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,18k Everose Gold,Index,40.0,100.0,4,-1
18kt Rose Gold,18kt Rose Gold,Transparent,18kt Rose Gold,Zenith,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Rose Gold-tone,Index,44.0,100.0,3,-1
Stainless Steel,Rubber,Solid,Ceramic,Doxa,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Blued/Black,Index,44.0,300.0,1,-1
Stainless Steel,Stainless Steell,Skeleton,Stainless Steel,Hamilton,MENS,Automatic,Dress,11.0,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Versace,MENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Gold-tone,Index,46.0,50.0,0,-1
Composite Metal,Stainless Steel,Solid,Composite Metal,Joshua And Sons,MENS,Quartz,Fashion,11.0,Scratch Resistant Sapphire,Gold-tone,Arabic Numeral & Index,46.0,30.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Certina,WOMENS,Automatic,Casual,9.0,Scratch Resistant Sapphire,Blue,Roman Numeral,29.0,100.0,0,-1
18kt Yellow Gold,18kt Yellow Gold Rolex Pearlmaster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Synthetic Sapphire,Yellow Gold-Tone,Diamond,29.0,100.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Casual,9.5,Scratch Resistant Mineral,Luminous Silver-tone,Index,28.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Crystal Set,Jivago,WOMENS,Quartz,Dress,11.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,38.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Index,42.0,100.0,0,-1
Stainless Steel,(Calfskin) Leather,Solid,Stainless Steel,Ulysse Nardin,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black Spade-shape,Arabic Numeral,44.0,50.0,1,-1
Polished Platinum,Leather,Skeleton Transparent Exhibition See Through,Platinum,Ulysse Nardin,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blue,Arabic Numeral,42.0,30.0,3,-1
Stainless Steel,Stainless Steel with Everose Gold Jubilee,Solid,Everose Gold set with Diamonds,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Everose Gold,Index,31.0,100.0,2,-1
Stainless Steel,Alligator Leather,Skeleton,Stainless Steel,Baume Et Mercier,MENS,Hand Wind,Dress,11.196182331158523,Scratch Resistant Sapphire,Blue Steel,Stick,42.0,30.0,1,-1
18kt Rose Gold,(Alligator) Leather,Transparent,18kt Rose Gold,Patek Philippe,WOMENS,Automatic,Luxury,7.37,Scratch Resistant Sapphire,Rose Gold-toned Spade-shaped,Arabic Numeral,34.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Crystal Set,Invicta,WOMENS,Quartz,Dress,12.0,Scratch Resistant Mineral,Silver-tone,Roman Numeral,34.0,100.0,0,-1
18kt Yellow Gold,Crocodile Leather,Solid,18kt Yellow Gold with Diamonds,Audemars Piguet,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Yellow Gold Roman Numerals,39.0,30.0,2,-1
Stainless steel,Leather,Solid,Stainless steel,Johan Eric,WOMENS,Quartz,Casual,6.65,Scratch Resistant Mineral,Rose Gold-tone,Index,37.0,30.0,0,-1
Stainless Steel,Leather,Skeleton,Stainless Steel,Mido,MENS,Automatic,Casual,14.5,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Dot,44.0,100.0,1,-1
18kt Rose Gold,Leather,Solid,18kt Rose Gold,Audemars Piguet,MENS,Automatic,Luxury,7.0,Scratch Resistant Sapphire,Gold-toned,Index,35.0,20.0,2,-1
Alloy,(Croco-Embossed) Leather,Transparent,Alloy,Stuhrling Original,MENS,Automatic,Dress,14.0,Scratch Resistant Mineral,Luminous Black,Index,44.0,50.0,0,-1
Composite Metal,Alloy,Solid,Composite Metal set with Crystals,August Steiner,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Mineral,Silver-tone Dauphine-style,Index,29.0,10.0,0,-1
Ceramic,Ceramic,Solid,Stainless Steel with a White Ceramic Ring,Chanel,WOMENS,Quartz,Luxury,12.94,Scratch Resistant Sapphire,Luminous Silver-tone,Diamond,33.0,200.0,1,-1
18kt White Gold,Leather,Sapphire Crystal,18k White Gold,Breguet,MENS,Automatic,Luxury,11.25,Scratch Resistant Sapphire,Blue Breguet-style shape,Roman Numeral,39.0,30.0,2,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,12.5,Scratch Resistant Sapphire,Silver-tone,Roman Numeral & Index,40.0,100.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,47.0,94.38815128863104,3,-1
Stainless Steel,Rubber,Solid,Ceramic,Doxa,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,44.0,300.0,1,-1
Stainless Steel,(Calfskin) Leather,Transparent,Stainless Steel,Carl F. Bucherer,MENS,Automatic,Luxury,16.0,Scratch Resistant Sapphire,Silver-tone,Index,46.0,50.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,MENS,Automatic,Luxury,10.38,Scratch Resistant Sapphire,Silver-tone,Index,40.0,30.0,0,-1
Stainless Steel,Rubber,Solid,Stainless Steel with an inlaid Black Ring,Ice-Watch,UNISEX,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Luminous Gold-tone,Crystal,36.0,100.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with a Black Aluminium Ring,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,1,7
Stainless Steel,Stainless Steel with 18kt Rose Gold Bars,Stainless Steel,18kt Rose Gold,Omega,UNISEX,Quartz,Sport,11.0,Anti-Reflective Sapphire,Luminous Rose Gold,Index,35.0,100.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,IWC,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Luminous Blue,Index,46.0,120.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Dress,10.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,100.0,0,-1
Stainless Steel,Stainless Steel Jubilee with 18kt Yellow Gold Link,Screw Down,18kt Yellow Gold set with Diamonds,Rolex,UNISEX,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,18kt Yellow Gold,Diamond,36.0,100.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Dive,29.5,Flame Fusion,Luminous Rose Gold-tone,Dot,52.0,1000.0,0,-1
Ceramic,Ceramic 1,Transparent,Stainless Steel set with Diamonds,Rado,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,36.0,50.0,1,-1
Stainless Steel,Alligator Leather,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Casual,10.1,Scratch Resistant Sapphire,Silver-tone,Index,30.0,30.0,1,-1
Stainless Steel,(Polyurethane) Rubber with Yellow Gold-plated Barr,Solid,Stainless Steel with a Blue (Count-Up Elapsed Time) Top Ring,Invicta,MENS,Quartz,Sport,17.0,Flame Fusion,Luminous Skeleton Sword-shaped,Dot,46.0,200.0,0,-1
18kt Gold,Alligator Leather,Solid,18kt Gold,Omega,MENS,Automatic,Luxury,10.0,Scratch Resistant Sapphire,Gold-tone Dauphine-style shape,Index,39.0,30.0,1,-1
18kt White Gold,Leather,Solid,18kt White Gold,Piaget,UNISEX,Hand Wind,Luxury,6.0,Scratch Resistant Sapphire,Black,Index,38.0,30.0,2,-1
Stainless Steel,Rubber,Transparent,Stainless Steel with an inlaid Black Ceramic Ring,Tissot,MENS,Automatic,Dive,16.25,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,46.0,600.0,0,-1
Ceramic,Calfskin leather,Transparent See Through,Ceramic,Breitling,MENS,Automatic,Casual,15.9,Scratch Resistant Sapphire,Luminous Black,Index-Arabic Numeral,46.0,100.0,1,-1
Stainless Steel,Stainless Steel,Transparent See Through,18kt White Gold,Ulysse Nardin,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Index,43.0,200.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ring,Mathey-Tissot,MENS,Quartz,Casual,10.0,Scratch Resistant Mineral,Luminous Rose Gold-tone,Dot,42.0,100.0,0,-1
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,Cartier,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Index,41.0,100.0,1,-1
Titanium,Rubber,Skeleton,Ceramic,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Stick,44.0,20.0,4,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,12.0,Flame Fusion,Luminous Silver-tone,Dot,44.0,200.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Chopard,WOMENS,Quartz,Dress,8.5,Scratch Resistant Sapphire,Blue Sword-shaped,Roman Numeral,27.0,30.0,1,-1
18kt Rose Gold,(Crocodile) Leather,Transparent,18kt Rose Gold set with Diamonds,Girard Perregaux,WOMENS,Automatic,Luxury,9.1,Scratch Resistant Sapphire,Silver-tone,Diamond,30.0,30.0,2,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Piaget,MENS,Automatic,Luxury,9.4,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,2,-1
Brushed Titanium,Rubber with a Blue (Alligator) Leather Inlay,Transparent,Brushed Titanium,Zenith,MENS,Automatic,Luxury,10.75,Scratch Resistant Sapphire,Luminous Rhodium-plated,Index,41.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Yellow Gold-tone,Index,42.0,50.0,0,-1
Polished Finish Alloy,Stainless Steel,Solid,Polished Alloy,Burgi,WOMENS,Quartz,Dress,8.0,Mineral Crystal with Hardened Coating,Gold-tone,Crystal,34.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel with Diamond-cut Fill,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Crystal,35.0,50.0,0,-1
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Roman Numeral,36.0,100.0,2,1
18kt Yellow Gold,18kt Yellow Gold President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamonds,28.0,100.0,3,8
18kt Everose Gold,18kt Everose Gold Rolex President,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamond,31.0,100.0,3,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Dress,10.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,41.0,50.0,0,-1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Longines,MENS,Automatic,Casual,9.5,Scratch Resistant Sapphire,Luminous Silver-tone Leaf-style,Roman Numeral,38.0,30.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Mido,MENS,Automatic,Casual,9.43,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style,Index,40.0,30.0,0,-1
18kt White Gold,Alligator Leather,Skeleton,Diamond Set,Audemars Piguet,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Leaf-style shape,Arabic Numeral,39.0,20.0,2,-1
18kt White Gold,(Alligator) Leather,Solid,18kt White Gold,Patek Philippe,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,White Dauphine-style,Index,39.0,30.0,3,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,14.5,Scratch Resistant Sapphire,Blue,Roman Numeral,39.0,50.0,1,-1
Stainless Steel,Stainless Steel and 18kt Everose Gold Rolex Jubile,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Arabic Numeral,36.0,100.0,2,-1
Stainless Steel,Leather,Solid,Stainless Steel,Manager,MENS,Quartz,Luxury,11.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,43.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Akribos Xxiv,WOMENS,Quartz,Dress,11.0,Scratch Resistant Mineral,Gold-tone,Crystal-Filled,42.0,50.0,0,-1
